p1, p2, p3, p4, p5, p6, p7, p8, p9, p10, p11, p12, p13, p14, p15, p16, p17, p18, p19, p20, label 
7.856513,6.695169,7.463922,7.121296,5.841212,6.447552,6.856429,6.922982,7.314226,5.968879,3.489288,4.819128,2.354228,2.332906,1.092747,2.763013,3.674080,2.279198,2.543647,2.028366,one 
8.371367,8.217996,7.535172,7.600603,5.760795,6.918308,6.422157,7.599347,7.134407,5.978921,3.348421,4.366349,2.576999,2.433987,1.420385,2.846769,3.248123,2.025132,2.359460,1.713229,one 
8.268062,6.468915,7.178400,7.090788,5.427246,6.372800,6.861439,5.890933,7.185167,5.401936,3.501467,4.471074,2.788451,2.230876,1.302294,2.823759,3.704155,1.909755,1.979658,2.164308,one 
7.507489,5.719190,6.501361,7.491895,5.505569,6.019419,6.224781,5.861051,6.696901,5.804319,3.024986,4.254282,2.787248,2.869759,1.682154,3.147110,3.118984,2.285409,2.663021,2.267177,one 
7.370511,6.555530,6.858596,8.009757,6.301904,6.810257,6.556427,7.127209,7.346701,6.785593,2.811450,5.608457,2.304207,2.205013,1.338769,3.085001,3.073147,2.620618,2.548983,2.076764,one 
8.932606,8.221258,7.762988,8.786835,6.780536,7.809399,7.116805,7.711161,6.981461,7.021128,2.673778,4.058455,2.339472,2.340322,1.612721,2.408121,3.099198,2.725631,2.227651,2.947579,one 
8.873790,7.471568,7.312267,8.577423,6.872854,8.176527,7.451590,7.708124,8.390464,7.192446,3.238527,5.478665,2.252196,2.382316,1.499396,3.149049,3.408100,2.811060,2.258361,2.902912,one 
7.770638,6.585203,7.549221,7.645238,5.461510,6.529121,6.947379,6.917365,7.502046,6.145724,3.109443,5.362807,2.373874,2.335610,1.272721,2.871985,3.429505,2.280615,2.299238,2.372244,one 
8.681527,6.170357,7.224586,7.601063,5.780178,6.588504,6.931173,6.895463,6.644406,6.114145,3.174497,4.236514,2.583491,2.049599,1.444570,2.583094,3.315839,1.458874,1.950272,2.034396,one 
7.925895,6.466565,6.303278,6.965814,5.098040,5.744849,5.965060,5.717673,6.426406,5.142771,2.478388,3.218238,2.468166,2.003416,0.999335,2.586890,2.810274,2.017837,1.963379,1.630536,one 
8.482633,7.638662,8.059915,8.802178,6.343663,7.597250,7.215650,8.341884,7.328492,6.864488,3.194753,5.275694,2.148220,2.672089,1.596218,3.103871,3.214252,2.314151,2.574614,3.113406,one 
7.687901,7.497220,7.630852,8.439053,6.049965,7.183938,6.810574,7.629229,7.671917,6.843083,2.538792,5.813984,2.284301,2.028340,1.269301,2.882156,3.029492,1.931940,2.129884,1.737788,one 
7.826310,7.749808,7.798325,7.812030,6.579362,7.149076,6.618601,7.970631,7.381287,6.249992,4.017356,5.096639,2.430934,2.287113,1.417197,2.993124,3.245728,2.782754,2.475800,2.946958,one 
9.157735,6.596077,7.301204,7.757042,6.478806,6.997842,6.766747,7.500105,6.591049,6.239235,2.336458,3.415006,2.062446,1.987952,1.694709,2.264690,2.457530,2.861070,1.705361,3.003025,one 
8.769072,6.361049,6.616001,8.000774,5.473935,7.039247,6.544626,6.969465,6.765246,6.089591,2.605553,3.447322,2.148280,1.932270,1.463768,2.573893,2.785218,2.311274,1.857707,2.279629,one 
8.418639,7.115678,7.165855,7.973788,5.461676,6.907417,6.882592,6.876314,6.929767,5.968679,3.115463,4.544328,2.478446,2.093457,1.215320,2.538356,3.020733,2.116607,2.021497,2.558315,one 
8.616219,6.845026,7.553136,7.793359,6.172032,6.652642,6.774558,7.104292,6.799729,6.282065,3.002352,4.636538,2.291879,2.324747,1.335625,2.754177,3.172868,2.322454,1.892425,2.661695,one 
8.581877,7.176466,7.356451,8.592121,5.813001,7.338978,6.598787,7.639882,7.283662,6.537340,3.120328,4.824459,2.384550,2.715630,1.513451,3.007214,2.931709,2.737332,2.500498,3.109214,one 
8.323059,7.500993,7.121820,7.870037,5.489680,7.101840,7.174630,6.941017,7.521482,6.175681,3.010244,5.010488,2.333265,1.999698,1.234137,2.693730,3.115726,2.063206,1.719962,1.908243,one 
8.088128,5.416558,7.238150,6.381365,6.745700,5.873680,6.588615,6.303818,7.027325,6.098125,3.765942,3.379215,2.475150,2.219419,1.792776,2.556787,3.764277,2.980128,1.802058,2.752699,one 
7.469628,6.558232,7.195533,7.195923,5.346995,5.747753,5.912681,6.487770,6.842182,5.567925,3.050849,4.476373,2.587753,2.128422,1.247349,2.845321,3.057060,2.261268,2.099342,1.833133,one 
8.521336,8.046245,7.842525,8.445124,5.833046,7.038175,6.992032,6.969859,6.998684,6.061552,3.098801,4.030882,2.326213,2.166478,1.359867,2.658366,3.192420,2.333551,2.142620,2.626573,one 
8.953176,7.016737,7.167357,7.774686,5.756252,6.832912,6.689657,6.927247,6.586130,6.164769,2.777327,3.478819,2.131476,2.030973,1.285901,2.452178,3.010547,2.110474,1.778903,2.258570,one 
7.863569,7.685843,6.953457,8.238474,6.437115,7.549121,6.853203,7.430754,7.771975,6.934740,2.352294,5.426644,1.835932,1.973225,1.665810,2.474108,2.859088,2.785207,2.179009,2.539119,one 
8.438062,8.789394,8.369323,8.965181,6.455669,7.700559,7.181483,7.697085,7.547659,6.748034,2.802608,5.163518,2.394030,2.308926,1.424647,2.760741,3.271276,2.405664,2.296085,2.716719,one 
8.706401,6.356575,6.949997,7.276985,5.918135,6.147442,6.768233,6.738880,6.359358,6.042359,2.706346,2.970761,2.031109,2.027258,1.344781,2.694258,2.556322,2.358418,1.696299,2.580431,one 
7.930984,6.603167,6.693336,6.669561,4.960266,5.417429,6.102602,5.679387,6.117592,4.981161,2.623336,3.049804,2.337879,1.776833,1.132614,2.462295,2.564412,2.027488,1.522868,1.537989,one 
8.914948,6.940671,6.901449,7.042602,6.087021,6.392626,6.807172,6.252853,5.775362,5.503608,2.430579,2.243517,1.971314,1.733094,1.400880,2.260346,2.357607,2.361579,1.499961,2.422703,one 
8.052651,7.749412,8.141779,8.237612,5.882569,7.127738,7.012498,7.510276,7.591859,6.313903,3.080435,5.753788,2.091595,2.480000,1.658902,3.012575,3.162661,2.509931,2.666035,3.140012,one 
8.658406,6.302031,7.690154,7.228787,6.896665,6.783765,6.779897,7.419060,7.166169,6.197123,4.363296,4.498114,2.492593,2.554253,1.946190,2.846682,4.008314,3.000474,2.264882,2.854433,one 
8.007006,7.162539,8.444637,7.457038,7.299074,6.271800,6.648743,7.606340,7.525509,6.725977,4.574045,4.128684,2.049678,2.687366,2.275208,2.890641,4.089486,2.881884,2.280180,2.717617,one 
8.357736,7.282707,7.992335,7.134338,6.544006,6.055995,6.660912,6.260816,6.555023,5.823243,2.942296,3.741073,2.465882,1.816233,1.360735,2.681332,3.440070,1.685691,1.712658,1.302564,one 
8.523054,6.123711,6.854412,6.936741,5.474685,6.488015,6.685304,6.478097,7.136261,5.494204,3.464581,4.435644,2.466161,2.249701,1.397908,2.672718,3.346001,2.101063,1.939087,2.009504,one 
8.777835,8.575037,9.992187,9.275039,8.352802,8.486001,7.863261,8.980882,8.831434,8.155523,3.483953,7.663115,3.660257,3.560269,2.247338,3.177579,4.763838,2.535119,2.828235,2.955442,one 
8.011634,5.850551,6.400559,6.593179,5.244581,5.709414,6.385266,5.827151,6.475782,5.260556,3.014051,3.355608,2.438690,2.084292,0.963540,2.552038,3.006341,2.232260,1.677624,1.844835,one 
8.330928,7.361266,8.452091,8.445644,7.870689,7.282737,7.256584,7.597919,7.362509,7.192338,2.621520,5.355635,2.309597,2.276247,1.941187,2.927882,3.325919,2.217933,1.667888,2.313534,one 
8.522057,7.496225,7.924660,7.915230,6.614073,6.625109,6.826702,6.465957,6.504571,6.108131,2.831858,4.080874,2.622562,2.021919,1.545374,2.683028,3.739445,1.841453,1.867159,1.629737,one 
8.715282,6.733015,7.726330,7.795817,7.368457,6.672757,7.135438,6.900029,6.580269,6.810046,2.824216,3.493299,2.599736,2.151216,1.661997,2.587968,3.658085,1.877013,1.827626,1.885931,one 
8.233407,8.842443,8.652057,8.105992,6.461010,7.201452,7.313060,7.933412,7.497939,6.590417,3.024026,4.891945,2.450833,2.273989,1.420967,2.648932,3.645492,2.049069,2.197220,1.965120,one 
9.416247,7.884891,8.337766,9.057417,7.932429,8.948641,8.527489,8.931068,9.083090,8.236333,4.866004,7.244223,3.543272,3.440054,2.230775,4.322107,5.054048,3.592916,3.856451,3.345021,one 
8.783083,7.510681,7.986124,7.873292,7.293289,7.091604,7.344130,7.114326,6.567130,6.630274,2.608826,4.136138,2.332482,2.181856,1.814368,2.576123,3.279604,2.315372,1.968486,2.288722,one 
8.038442,7.110157,7.144776,7.647403,6.669334,6.799407,6.192146,7.044113,7.329810,6.290094,3.191720,4.360386,1.826315,2.261526,1.379641,2.770802,3.388086,2.476025,2.450315,2.084729,one 
8.252407,6.990471,7.677974,7.546763,6.828417,6.336534,6.560324,6.007815,6.408503,6.002046,2.759243,3.640071,2.374615,1.890626,1.594417,2.625940,3.564279,1.637795,1.694109,1.310344,one 
8.651976,7.287781,7.105794,7.554616,5.171663,6.779873,6.758622,6.847354,6.897500,5.446694,3.291334,4.555204,2.387197,2.156237,1.260283,2.897628,3.403294,1.663987,2.086674,2.073615,one 
8.813815,7.537953,8.728510,8.951447,7.594698,7.604796,7.454671,7.939512,7.526968,7.280693,3.141937,5.464859,3.009942,2.686242,1.778961,2.661001,4.260729,2.054922,2.388731,2.574962,one 
7.930928,6.965640,8.199376,8.096776,7.141921,6.646969,6.831919,7.126605,7.151449,6.629680,2.731923,4.878836,2.245801,2.073226,1.690611,2.930285,3.276501,2.202407,1.805659,1.973385,one 
8.240600,7.829645,8.222992,8.035101,7.022908,7.047247,7.276154,6.574921,7.129036,6.646698,2.566784,4.976475,2.276799,1.995043,1.560718,2.638387,3.292161,2.044688,1.673903,1.982242,one 
8.583361,6.216123,7.689127,7.117523,6.636352,6.893973,7.217400,7.294184,7.964957,6.796031,4.202681,5.343356,2.643195,2.966120,2.078645,3.393532,4.360159,2.889286,2.515276,1.975736,one 
8.613989,7.058375,7.604662,6.919312,6.021263,6.592217,7.260946,6.408052,7.158204,5.728518,3.707688,4.663589,2.645604,2.284758,1.439238,2.591312,3.503819,2.494628,1.992106,2.234490,one 
8.750641,7.749226,7.683875,8.396513,5.572287,7.763365,7.780368,7.369624,7.289161,6.145022,3.025787,5.202118,2.273080,2.182355,1.194090,2.479229,2.893212,2.169155,1.971407,1.948527,one 
9.376539,8.342755,8.692695,7.714587,7.109023,7.855800,7.743179,7.878747,8.189681,7.080409,3.550078,5.707075,2.745335,2.376609,1.695231,2.400688,4.192867,2.182422,2.135328,2.339658,one 
8.627552,6.002350,6.707202,7.856840,6.354461,7.606168,6.771899,7.131022,7.971751,6.866301,3.406472,5.485931,2.520068,2.590959,1.803536,2.964566,3.355562,2.895023,2.386895,2.536974,one 
8.174264,6.440013,8.031745,7.959754,7.199311,6.591887,6.593608,7.512885,7.279427,6.864562,2.741731,5.128938,2.248285,2.211567,1.930803,3.007300,3.259240,2.277399,1.701604,2.210344,one 
8.558287,7.805980,7.741588,8.127717,6.737684,7.963839,8.027831,7.699896,8.298396,7.039471,3.758366,5.334556,2.541980,2.389120,1.268740,2.919996,3.626431,2.661603,2.177663,2.255425,one 
7.986712,7.220046,8.539544,8.598277,7.623640,7.385319,6.981055,7.933863,7.958202,7.187884,2.999380,6.334249,2.604465,2.972371,2.011515,3.093279,3.712628,2.538863,1.985736,2.725481,one 
8.363561,6.398065,7.160848,7.165279,5.574045,6.535748,6.611298,6.860630,7.340839,5.488451,3.442066,4.804417,2.002174,2.280496,1.627231,2.976004,3.385399,2.803110,2.195305,3.045293,one 
8.665116,7.192916,7.667101,7.208841,5.747329,6.565959,7.117091,6.678653,7.148131,5.830920,3.515416,5.030880,2.069839,2.372001,1.330386,2.926684,3.334126,2.430319,2.048589,2.333510,one 
8.928575,7.724162,7.818358,8.542067,7.049428,8.328239,7.931461,7.703270,8.498157,7.300666,3.917309,5.996749,2.664678,3.247318,2.232784,3.626582,4.053493,3.563846,3.282305,3.323376,one 
8.557928,8.755390,7.994777,9.031113,6.795177,8.334454,8.223884,7.701313,8.276624,7.125983,3.433354,5.864445,2.589499,2.915881,2.395266,3.373439,3.184438,3.774106,3.379536,3.703839,one 
8.382632,8.008935,6.988356,8.240676,6.004626,7.215485,6.714959,7.145468,7.089740,6.469518,2.463002,4.668205,2.319331,2.038926,1.548262,2.698345,3.032883,2.205139,1.787029,2.221100,one 
8.349039,7.415281,8.168514,8.340567,6.220000,7.741743,7.679748,8.045951,8.149932,6.563933,3.843693,6.383243,2.257950,2.783570,1.741503,3.061997,3.607350,3.250364,3.019819,3.797582,one 
8.419757,7.639292,7.819127,8.953646,6.716409,8.061611,7.648608,7.863834,8.402937,7.330904,3.657902,6.083204,2.671167,2.932497,1.813919,3.347327,3.630211,3.065203,3.057728,3.440616,one 
8.488823,8.096072,7.688073,7.993020,5.874652,7.376540,7.331795,7.722806,7.759661,6.155731,3.048921,5.136021,1.774201,1.850654,1.249912,2.749567,3.115033,2.839894,1.994973,2.854607,one 
8.402240,6.944184,7.754962,8.611997,6.983024,8.326436,7.702378,8.096741,8.576248,7.586616,3.754761,6.464859,2.111546,2.626799,1.591263,3.082280,3.771754,2.935474,2.938982,2.732443,one 
8.305718,5.596473,6.628329,6.305201,5.344023,5.385797,6.120760,6.374495,6.240016,5.175555,3.105600,2.832191,2.481275,2.253913,1.206770,2.603890,2.433324,2.274517,1.797350,2.014870,one 
9.606398,10.049956,9.521352,10.897348,8.811283,10.268902,8.901654,10.251516,10.182351,9.420725,3.034435,7.452869,2.465329,2.736766,2.046232,3.118126,3.499128,3.464969,2.831793,3.760916,one 
8.370867,6.271677,7.431554,7.182826,5.571921,6.841579,6.803456,7.183247,7.496549,5.898199,3.433730,5.220540,2.563163,2.607986,1.198028,2.656011,3.738050,2.243740,2.236688,2.291843,one 
8.637377,7.811244,7.706409,8.326925,5.427119,7.257058,6.943972,7.438663,7.191677,6.097962,2.969704,5.176445,2.667323,2.145782,1.213016,2.677323,3.373093,1.763436,1.922751,1.666900,one 
8.157995,5.687512,6.482004,6.921723,4.953328,5.792502,6.106302,6.270928,6.549885,5.300477,3.269563,3.191396,2.397960,2.180339,1.058216,2.770444,2.895224,1.783642,2.010059,1.692973,one 
8.041750,7.117341,7.505056,7.656141,5.124395,6.180376,6.402210,6.375417,6.865152,5.282940,3.376063,3.596382,2.342563,2.245872,1.164920,2.742218,3.268046,2.142406,1.918164,2.194596,one 
8.394163,6.033317,7.570689,6.945598,5.820118,6.326810,6.813119,6.713486,7.325858,5.753947,4.003760,4.956322,2.243438,2.530122,1.487639,2.887990,3.363520,2.620755,2.091172,2.634265,one 
8.322126,6.797737,6.812137,8.109732,5.864268,7.014093,6.720135,6.245164,7.366934,6.028477,2.638976,4.333769,2.891023,2.553730,1.514595,2.697325,3.168470,2.872769,2.177046,2.711781,one 
8.186820,6.360104,6.705940,7.660743,5.457585,6.847871,6.766156,6.510264,7.209215,5.943074,3.327820,4.804266,2.796749,2.680727,1.200384,3.136685,3.068750,2.280028,2.519483,2.575042,one 
8.469892,8.385135,8.225517,8.651519,5.994663,7.474922,7.374030,7.365879,7.519274,6.448494,2.864452,5.332961,2.421394,2.141538,1.356901,2.739959,3.398390,2.002845,1.979689,2.358705,one 
7.769594,7.501189,7.278359,7.352702,5.513730,6.437236,6.527303,7.024609,7.165366,5.479022,3.347795,4.232616,1.898790,1.991335,1.125159,2.597348,3.229958,2.207651,1.861955,1.744553,one 
8.088124,7.384441,8.798114,8.623783,6.852599,7.119046,6.895167,7.656676,7.940617,6.814064,3.230736,6.353533,2.814848,2.787234,1.880817,3.024357,3.822934,2.353093,2.323082,2.843127,one 
7.949112,7.283863,7.807061,7.432558,6.303490,6.046580,6.456816,6.373315,6.714357,5.895377,2.955620,3.911967,2.145860,1.871188,1.468748,2.832382,2.957821,2.095669,1.636930,1.988608,one 
8.121476,7.273425,7.028611,7.942319,6.018688,6.825970,6.319557,7.280978,7.307638,6.630108,2.170776,5.258769,2.086542,1.872871,1.260792,2.777934,2.756161,1.908907,1.886455,1.478983,one 
8.346120,5.943814,7.125786,7.464773,6.036396,7.005030,6.805631,7.093659,7.267847,5.896062,3.368006,4.272790,2.088769,1.996178,1.470834,2.262076,3.012577,2.811021,1.820349,2.383122,one 
7.978063,6.444477,7.330854,7.567536,6.277230,6.778625,6.393459,6.908439,7.397960,6.289576,3.074805,4.941385,1.921992,2.681122,2.044397,3.094354,3.337813,2.517648,3.223098,2.834948,one 
8.624053,7.261743,7.913359,8.256723,6.416162,7.058295,7.123460,6.841259,7.430476,6.511475,3.246739,5.341535,2.533224,2.236582,1.624645,2.791498,3.697683,2.282293,1.619748,2.686446,one 
8.588529,8.265546,8.844433,8.819391,7.611414,8.591613,8.445942,9.125571,9.057887,8.118218,3.351776,6.806305,2.685386,2.500435,1.496867,2.934158,3.592048,2.776682,2.600965,3.027712,one 
8.118279,7.518806,7.708340,8.473484,6.372033,7.887605,7.333570,7.696378,8.142707,7.146903,3.430177,6.342979,3.100585,2.610138,1.409671,3.046313,3.892254,2.026135,2.308070,1.965032,one 
8.313926,7.434678,8.109117,9.013452,7.083195,7.627795,6.595957,8.019692,7.990317,7.212486,2.975618,6.124528,2.579191,2.486740,1.860245,3.064620,4.095140,2.296266,1.989873,2.568503,one 
8.479090,7.569409,7.833084,7.727360,6.150697,7.291146,7.168845,7.852723,7.890358,6.429747,3.953690,5.307105,2.061362,2.510271,1.650488,3.194954,3.732611,2.831999,2.602758,2.982677,one 
7.919877,5.721963,7.898634,8.197252,6.453875,6.476224,6.343932,6.820468,7.708403,6.298344,3.311905,5.565328,2.779596,2.765570,2.031050,2.942156,3.641894,2.567450,1.855405,2.711413,one 
7.650978,6.041210,6.913341,6.575942,5.210209,5.479814,6.206119,6.024016,6.693838,5.447965,2.909254,3.933257,2.734570,2.573314,2.096233,2.931195,3.192690,2.034648,2.550174,2.228742,one 
8.171321,5.935205,7.167543,6.831130,5.453145,6.174474,7.032756,6.053681,6.822917,5.390488,3.402861,4.061453,2.432480,2.015221,1.152058,2.387240,3.203213,1.842607,1.724303,1.960405,one 
8.229801,6.915983,8.209449,7.633229,6.678641,7.357128,7.486987,7.708789,8.169494,7.073884,3.576432,6.155054,2.773919,2.689180,1.428287,2.916684,3.476072,2.294494,1.923560,2.237325,one 
8.352441,6.198352,6.615429,6.782693,5.275045,5.817364,5.905288,5.949662,6.180905,4.944012,3.090253,3.089597,2.327820,2.132979,1.051008,2.566351,2.647058,2.001363,1.774833,1.633913,one 
8.895937,7.596946,8.277793,6.978278,7.152023,6.883338,7.678192,7.121544,7.512234,6.531306,3.043273,3.729060,2.093299,1.761476,1.441529,2.310128,3.725224,2.153390,1.455826,1.995891,one 
7.875813,7.403338,7.812025,8.490360,6.511656,6.871683,6.368750,7.187655,7.343743,6.128498,3.339588,5.135063,2.855465,2.658689,1.625965,3.091846,3.781005,2.506342,2.042420,2.940475,one 
7.525872,6.963484,8.039626,8.386751,7.181385,7.038747,6.235989,7.861065,8.074003,6.974510,3.150068,5.896405,2.878120,3.079524,1.921006,3.207376,4.003925,2.966698,2.419747,3.416292,one 
7.493101,6.776481,8.203966,7.767335,7.144876,6.564158,6.106825,7.950308,7.940921,7.094231,3.160541,5.834818,3.105537,3.623185,2.741502,3.597183,3.767060,3.099837,2.322105,3.114512,one 
7.563821,7.870864,8.627237,8.452645,7.262061,6.942567,6.993317,7.885770,7.775611,6.612265,3.535281,6.019351,2.651355,2.755109,2.158647,3.472777,3.608387,3.061555,2.597464,3.471736,one 
8.627960,8.260553,7.923941,8.912742,6.324748,8.299075,8.026187,7.596820,8.192964,6.854382,3.023548,5.652605,2.255002,2.361657,1.788449,2.811640,3.226357,3.091311,2.572763,3.276029,one 
8.373404,6.587236,7.098132,7.189707,5.604055,6.693439,6.963275,6.832071,7.363500,6.079784,3.334417,4.442544,2.627705,2.464437,1.510313,2.773979,3.955968,1.792893,1.957022,1.507963,one 
7.838868,5.685769,6.707411,6.758876,5.493559,5.695842,6.648606,5.441900,6.258738,5.400578,3.418931,3.682537,2.796252,2.185713,1.462910,2.768063,3.181431,1.994226,1.821408,1.636779,one 
7.962139,5.591222,6.674628,7.146329,5.275059,5.817088,6.119353,6.110850,6.374222,5.685364,3.286993,3.161615,2.299770,2.125741,1.278540,2.710625,3.178288,2.128525,1.808087,1.916875,one 
8.374259,7.275324,8.029634,8.493256,5.691739,7.745001,7.508517,7.083462,7.761353,6.014779,3.542806,5.495029,2.328878,2.389777,1.467918,2.607516,3.332243,2.756813,2.331653,3.093629,one 
8.213773,6.107692,6.729395,7.053453,7.142921,6.280828,6.749974,7.391753,5.852652,6.656988,3.372934,3.611893,2.947288,2.657684,2.092102,2.684287,3.459080,2.758592,1.354723,2.902714,one 
8.360034,7.054611,6.957517,7.575909,6.177704,6.619211,6.678317,6.645020,6.633632,6.002800,3.406972,3.506396,2.377626,2.287529,1.353349,2.648741,2.961523,2.723129,1.833577,3.186523,one 
8.127313,6.125705,6.294014,6.910830,5.311826,5.938559,5.868682,5.914590,6.442128,5.341991,3.075522,3.530923,2.454884,2.219739,1.249457,2.774099,2.985564,2.090069,1.964822,2.297807,one 
8.107603,6.568204,7.069895,7.624618,4.967392,6.168982,6.498566,6.253066,6.682861,5.434552,3.157045,3.800229,2.326852,2.002052,1.280922,2.862168,3.300365,2.194176,1.935377,2.194159,one 
8.111636,5.804089,6.195371,7.032495,6.129636,5.809912,6.204501,6.448665,5.976575,5.759852,2.742962,2.725041,2.492587,2.359991,1.691807,2.974851,2.596126,2.404732,1.846632,2.394880,one 
8.846640,8.165005,8.413388,8.854194,6.708697,8.338030,8.221297,7.771185,8.179603,7.329272,3.447061,6.207788,2.834448,2.690915,1.419838,2.780683,3.801262,2.429245,2.563843,2.526291,one 
7.798112,5.468358,6.225992,7.120407,6.850145,6.045218,5.865725,6.759796,6.240134,6.565497,2.773138,3.423055,2.192303,2.378781,2.076280,3.281307,3.049438,2.913015,2.126024,2.642202,one 
8.947358,7.771819,7.043376,7.254399,5.867270,6.635307,6.226445,6.839087,6.932096,5.821932,2.719116,2.901406,1.912233,1.896438,1.299426,2.382072,2.854475,2.206127,1.942136,2.628471,one 
7.142161,7.800566,6.728753,7.645014,7.382636,6.663553,6.224830,7.045654,7.312777,7.022780,2.783290,4.135178,2.738761,2.712414,2.721391,3.168561,3.146595,3.899892,2.254617,3.693356,one 
7.814608,6.126564,6.491614,7.442155,6.679869,6.372937,5.833917,6.720266,6.498864,6.473472,2.810948,3.600210,1.991824,2.330459,1.773741,3.045356,2.979505,2.617066,2.252620,2.434437,one 
8.009673,6.159677,6.439604,7.632040,5.731505,6.236811,6.251560,6.454817,6.213895,5.564423,3.164585,3.640037,2.720331,2.471284,1.465949,2.962333,2.842652,2.284377,1.928740,2.407817,one 
9.639073,8.213972,9.078533,8.842577,7.996123,8.914450,8.795553,9.224836,9.184247,8.160351,3.820835,7.146939,2.706897,3.136212,1.953437,3.506422,4.450434,3.101700,3.474835,3.279735,one 
8.573559,5.229045,6.644482,6.976464,5.904446,5.896848,6.586995,6.314925,6.239385,5.956508,2.988352,2.568005,2.104459,1.999409,1.127300,2.643143,2.604414,2.038000,1.475246,1.906635,one 
8.455484,7.796826,8.449003,7.718055,6.673435,7.733564,8.089253,8.063376,8.056713,6.703045,3.116569,5.729625,2.440810,2.324390,1.594710,2.458741,3.527775,2.595099,2.732031,2.497087,one 
8.825325,7.075033,7.503968,8.372261,5.430726,7.170117,6.898235,6.920074,7.004956,5.889729,2.728454,4.166851,2.206454,2.079283,1.478773,2.298555,2.571877,2.510929,1.780676,2.686559,one 
8.343172,6.696378,7.672558,8.192880,6.659223,7.326927,7.129862,7.557173,8.452446,7.350908,2.874148,5.921114,2.283658,2.231045,1.706986,2.801003,2.338162,2.727975,2.254337,2.407968,one 
7.885516,6.585622,6.516332,7.480138,5.939542,6.039252,6.044948,6.110745,6.277176,5.653502,2.823064,3.301671,2.447431,2.414484,1.427846,2.908750,2.753074,2.311189,2.178147,2.521869,one 
9.452819,6.587569,8.069087,8.479149,6.611609,8.226273,7.778320,7.837614,8.539308,7.101745,3.827959,6.756663,3.211654,3.467788,2.821044,3.878805,4.147337,3.326164,2.516080,3.327020,one 
8.308381,7.112875,6.636053,7.550237,6.722299,6.463384,6.027790,6.727071,6.319370,6.269612,2.720730,3.093660,2.163035,2.179113,1.564516,3.086743,2.986758,2.451804,2.106104,2.839423,one 
8.209704,7.388558,8.006003,7.503957,6.212489,6.910912,6.647869,7.676534,7.426459,5.815402,3.304604,4.684807,1.904449,2.281503,1.182223,2.479140,3.247971,2.012805,2.256550,1.911441,one 
8.361973,7.922231,8.415981,9.361564,7.214357,8.329593,7.825627,7.970705,8.359776,7.615343,3.220656,6.707555,2.999606,2.910921,1.627499,3.476610,3.460864,2.554366,2.253578,2.564807,one 
8.765536,7.179412,7.990695,8.046678,6.596095,7.697837,7.571855,7.746079,8.423567,6.739026,4.176656,5.644319,2.397167,2.586000,1.450931,3.096048,3.806050,2.834942,2.504282,2.688383,one 
8.072464,5.997024,6.220700,7.022009,6.162052,6.119489,5.969892,6.123370,6.259123,5.971656,2.854446,3.209472,2.401247,2.379058,1.356822,2.918758,3.054160,2.583929,2.208367,2.593129,one 
8.113936,5.814130,6.248724,7.251626,6.267671,5.994470,5.797310,6.346391,6.145241,6.139581,2.550746,3.079195,2.250079,2.135856,1.599468,2.930209,2.747714,2.529641,2.160804,2.283053,one 
7.809908,6.170286,6.880363,6.855461,5.675296,6.140897,6.741575,6.382142,7.219133,6.074909,2.975484,4.139881,2.459238,2.346512,1.226874,2.739330,3.236916,2.245796,2.204601,1.948676,one 
8.455722,6.960318,7.448093,8.335770,5.098731,7.360033,7.127173,6.868607,7.272271,5.806429,3.032903,4.944731,2.004678,2.174171,1.171098,2.460386,2.726830,2.351285,1.966780,2.520485,one 
8.179543,7.220116,6.874091,8.076069,5.806342,7.033161,6.436563,6.608742,7.479789,6.269520,2.271616,4.693349,2.205950,2.075025,1.233914,2.703945,2.941920,2.557515,1.998997,2.243435,one 
9.554514,8.278268,8.600281,8.407798,7.314779,8.458982,8.311216,8.620166,8.552333,7.207282,3.839539,5.703655,2.938005,2.515634,1.589128,2.816877,4.205382,2.137009,2.424947,2.156039,one 
8.397312,5.245376,6.802294,7.363186,6.210300,6.987801,6.903018,6.511794,7.369692,6.384849,3.659612,4.902045,2.713364,2.828255,1.318379,3.294648,3.169853,2.130299,2.174477,2.160777,one 
8.815275,5.689914,6.822350,7.779660,5.794632,7.244136,7.114224,7.136876,7.074954,6.323950,3.006277,4.480511,2.472466,2.251687,1.380554,2.655223,2.866540,2.092088,1.876725,2.208638,one 
8.632923,5.683041,7.371446,7.485586,5.662830,6.866526,7.170270,7.021511,7.067249,5.964276,3.256536,4.534258,2.509019,2.391722,1.257095,2.598240,3.095836,2.038984,1.612432,2.341764,one 
8.358709,5.849282,7.195678,7.556621,5.715733,6.615956,6.863817,7.323920,6.969702,6.233488,3.138994,4.529299,2.445138,2.629060,1.259518,3.049372,2.885850,2.110223,1.964278,2.522931,one 
7.912773,6.814613,7.308589,7.393727,5.443456,6.731674,6.864937,6.697661,6.995264,5.379299,3.435283,4.985414,2.449722,2.680647,1.504188,2.888893,2.807348,2.905663,2.458038,3.388246,one 
8.014035,5.792033,6.411115,6.330564,5.571639,5.507055,6.501124,5.771430,6.249066,5.319141,3.424654,3.137919,2.577063,2.475888,1.550077,2.769895,2.917648,2.496604,1.860005,2.695675,one 
8.541065,7.171155,8.041804,8.740350,6.235277,7.949735,7.958399,7.398643,7.866953,6.562933,3.592717,5.800014,2.270588,2.665510,1.550300,3.198603,3.021473,2.693712,2.716995,3.475640,one 
